case_id,rank,candidate_id,candidate_source,source_alloy_name,material_family,scope_family,recipe_mode,matched_alloy_name,analogue_weighted_score,recipe_support_score,final_rank_score,confidence,provenance
hot_section_creep_am,1,kb_ni_in718,engineering_analogue,INCONEL alloy 718,Ni-based superalloy-like candidate,Ni-based superalloy,named_analogue,INCONEL alloy 718,0.98,95.0,122.95,Medium-High,"Curated engineering analogue candidate from the project alloy knowledge table (INCONEL alloy 718); then evaluated using the same downstream factor, recipe, and reranking layers as retrieved candidates. Source reference: https://www.specialmetals.com/documents/technical-bulletins/inconel/inconel-alloy-718.pdf; https://www.eos.info/metal-solutions/metal-materials/data-sheets/mds-eos-nickelalloy-in718."
hot_section_creep_am,2,kb_ni_h282,engineering_analogue,HAYNES 282 alloy,Ni-based superalloy-like candidate,Ni-based superalloy,named_analogue,HAYNES 282 alloy,0.98,95.0,122.8,Medium-High,"Curated engineering analogue candidate from the project alloy knowledge table (HAYNES 282 alloy); then evaluated using the same downstream factor, recipe, and reranking layers as retrieved candidates. Source reference: https://haynesintl.com/wp-content/uploads/2023/09/282-brochure.pdf; https://www.eos.info/metal-solutions/metal-materials/data-sheets/mds-eos-nickelalloy-haynes-282."
hot_section_creep_am,3,kb_ni_in706,engineering_analogue,INCONEL alloy 706,Ni-based superalloy-like candidate,Ni-based superalloy,named_analogue,INCONEL alloy 706,0.9555,95.0,121.51,Medium-High,"Curated engineering analogue candidate from the project alloy knowledge table (INCONEL alloy 706); then evaluated using the same downstream factor, recipe, and reranking layers as retrieved candidates. Source reference: https://www.specialmetals.com/documents/nickel-alloy-handbook.pdf."
hot_section_creep_am,4,mp-10885,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.6087,56.26,81.31,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
hot_section_creep_am,5,mp-1228913,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5687,50.32,80.0,Medium,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
hot_section_creep_am,6,mp-1228914,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,45.95,75.94,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
hot_section_creep_am,7,mp-1229050,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,44.59,72.75,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
hot_section_creep_am,8,mp-1228742,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,44.42,72.19,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
hot_section_creep_am,9,mp-1228972,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,44.43,71.91,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
hot_section_creep_am,10,mp-1214822,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5287,39.54,63.05,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
hot_section_creep_am,11,mp-1214804,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5287,39.22,62.12,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
hot_section_creep_am,12,mp-1228985,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5287,37.18,58.14,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,1,kb_ti_6242,engineering_analogue,ATI 6-2-4-2 titanium alloy,Ti-alloy-like candidate,Ti alloy,named_analogue,ATI 6-2-4-2 titanium alloy,0.98,95.0,122.3,Medium-High,"Curated engineering analogue candidate from the project alloy knowledge table (ATI 6-2-4-2 titanium alloy); then evaluated using the same downstream factor, recipe, and reranking layers as retrieved candidates. Source reference: https://www.atimaterials.com/Products/Documents/datasheets/titanium/alloyed/ati_6-2-4-2_tds_en_v1.pdf."
lightweight_strength_to_weight,2,kb_ti_6246,engineering_analogue,Ti-6-2-4-6 titanium alloy,Ti-alloy-like candidate,Ti alloy,named_analogue,Ti-6-2-4-6 titanium alloy,0.98,95.0,120.12,Medium-High,"Curated engineering analogue candidate from the project alloy knowledge table (Ti-6-2-4-6 titanium alloy); then evaluated using the same downstream factor, recipe, and reranking layers as retrieved candidates. Source reference: https://www.atimaterials.com/Products/Pages/ati-6-2-4-6.aspx; https://www.aubertduval.com/wp-content/uploads/2024/12/Ti6246_GB.pdf."
lightweight_strength_to_weight,3,kb_ti_15mo,engineering_analogue,ATI 15Mo titanium alloy,Ti-alloy-like candidate,Ti alloy,named_analogue,ATI 15Mo titanium alloy,0.98,95.0,118.34,Medium-High,"Curated engineering analogue candidate from the project alloy knowledge table (ATI 15Mo titanium alloy); then evaluated using the same downstream factor, recipe, and reranking layers as retrieved candidates. Source reference: https://www.atimaterials.com/Products/Pages/ati-ti-15mo.aspx; https://www.atimaterials.com/Products/Documents/datasheets/titanium/alloyed/ati_15Mo_Titanium_Alloy_en_v4%20final.pdf."
lightweight_strength_to_weight,4,mp-1217017,materials_project,,Ti-alloy-like candidate,Ti alloy,family_envelope,,0.6375,57.94,91.52,Medium,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,5,mp-1208228,materials_project,,Ti-alloy-like candidate,Ti alloy,family_envelope,,0.5585,50.44,86.44,Medium,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,6,mp-1217093,materials_project,,Ti-alloy-like candidate,Ti alloy,family_envelope,,0.5585,50.21,85.09,Medium,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,7,mp-861627,materials_project,,Ti-alloy-like candidate,Ti alloy,family_envelope,,0.5925,53.64,83.48,Medium,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,8,mp-1208235,materials_project,,Ti-alloy-like candidate,Ti alloy,family_envelope,,0.5635,44.68,80.34,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,9,mp-1217015,materials_project,,Ti-alloy-like candidate,Ti alloy,family_envelope,,0.6715,49.45,78.6,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,10,mp-999068,materials_project,,Ti-alloy-like candidate,Ti alloy,family_envelope,,0.6715,47.32,73.49,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,11,mp-1217032,materials_project,,Ti-alloy-like candidate,Ti alloy,family_envelope,,0.6715,47.45,73.44,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,12,mp-10885,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.6087,53.83,72.29,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,13,mp-1097622,materials_project,,Ti-alloy-like candidate,Ti alloy,family_envelope,,0.5185,36.35,72.04,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,14,mp-1228913,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5687,49.05,71.25,Medium,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,15,mp-1228742,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,44.62,69.71,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,16,mp-1229050,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,44.67,69.65,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,17,mp-1228914,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,43.35,66.23,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,18,mp-1228972,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,42.92,63.22,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,19,mp-1214822,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5287,38.27,57.11,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,20,mp-1214804,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5287,37.97,56.44,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
lightweight_strength_to_weight,21,mp-1228985,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5287,35.43,55.04,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
wear_hot_corrosion,1,kb_co_h188,engineering_analogue,HAYNES 188 alloy,Co-based high-temperature candidate,Co-based alloy,named_analogue,HAYNES 188 alloy,0.98,95.0,123.45,Medium-High,"Curated engineering analogue candidate from the project alloy knowledge table (HAYNES 188 alloy); then evaluated using the same downstream factor, recipe, and reranking layers as retrieved candidates. Source reference: https://haynesintl.com/wp-content/uploads/2024/08/188-brochure.pdf."
wear_hot_corrosion,2,kb_co_h25,engineering_analogue,HAYNES 25 alloy,Co-based high-temperature candidate,Co-based alloy,named_analogue,HAYNES 25 alloy,0.98,95.0,118.84,Medium-High,"Curated engineering analogue candidate from the project alloy knowledge table (HAYNES 25 alloy); then evaluated using the same downstream factor, recipe, and reranking layers as retrieved candidates. Source reference: https://haynesintl.com/wp-content/uploads/2024/08/25-brochure.pdf."
wear_hot_corrosion,3,mp-10885,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.6087,55.18,77.55,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
wear_hot_corrosion,4,mp-1228913,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5687,49.43,72.88,Medium,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
wear_hot_corrosion,5,mp-1228914,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,45.2,72.74,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
wear_hot_corrosion,6,mp-1229050,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,44.02,67.47,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
wear_hot_corrosion,7,mp-1228742,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,43.84,67.05,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
wear_hot_corrosion,8,mp-1228972,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,43.85,66.75,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
wear_hot_corrosion,9,mp-1214822,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5287,39.03,59.87,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
wear_hot_corrosion,10,mp-1214804,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5287,38.71,59.16,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
wear_hot_corrosion,11,mp-1228985,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5287,36.7,59.06,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
am_complex_geometry_creep,1,kb_ni_h282,engineering_analogue,HAYNES 282 alloy,Ni-based superalloy-like candidate,Ni-based superalloy,named_analogue,HAYNES 282 alloy,0.98,95.0,124.82,Medium-High,"Curated engineering analogue candidate from the project alloy knowledge table (HAYNES 282 alloy); then evaluated using the same downstream factor, recipe, and reranking layers as retrieved candidates. Source reference: https://haynesintl.com/wp-content/uploads/2023/09/282-brochure.pdf; https://www.eos.info/metal-solutions/metal-materials/data-sheets/mds-eos-nickelalloy-haynes-282."
am_complex_geometry_creep,2,kb_ni_in718,engineering_analogue,INCONEL alloy 718,Ni-based superalloy-like candidate,Ni-based superalloy,named_analogue,INCONEL alloy 718,0.98,95.0,124.75,Medium-High,"Curated engineering analogue candidate from the project alloy knowledge table (INCONEL alloy 718); then evaluated using the same downstream factor, recipe, and reranking layers as retrieved candidates. Source reference: https://www.specialmetals.com/documents/technical-bulletins/inconel/inconel-alloy-718.pdf; https://www.eos.info/metal-solutions/metal-materials/data-sheets/mds-eos-nickelalloy-in718."
am_complex_geometry_creep,3,kb_ni_in706,engineering_analogue,INCONEL alloy 706,Ni-based superalloy-like candidate,Ni-based superalloy,named_analogue,INCONEL alloy 706,0.9555,95.0,123.86,Medium-High,"Curated engineering analogue candidate from the project alloy knowledge table (INCONEL alloy 706); then evaluated using the same downstream factor, recipe, and reranking layers as retrieved candidates. Source reference: https://www.specialmetals.com/documents/nickel-alloy-handbook.pdf."
am_complex_geometry_creep,4,mp-10885,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.6087,56.26,81.86,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
am_complex_geometry_creep,5,mp-1228913,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5687,50.32,80.51,Medium,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
am_complex_geometry_creep,6,mp-1228914,materials_project,,Ni-based superalloy-like candidate,Ni-based superalloy,family_envelope,,0.5737,45.95,76.44,Low,"Retrieved from Materials Project summary data, then filtered and labelled using prototype alloy-family rules and engineering proxy scoring."
