case_id,prompt,candidate_rank,candidate_id,material_family,family_short,composition_concept,formula_pretty,chemsys,recipe_mode,matched_alloy_name,matched_alloy_id,analogue_confidence,analogue_family_candidate_count,analogue_weighted_score,analogue_similarity_score,analogue_route_compatibility_score,analogue_base_component,analogue_major_component,analogue_secondary_component,analogue_chemistry_penalty,recipe_support_score,evidence_maturity_score,manufacturability_score,route_suitability_score,final_rank_score,recipe_diagnosis,best_analogue_name,best_analogue_id,best_analogue_weighted_score,best_analogue_similarity_score,best_analogue_route_score,best_analogue_base_component,best_analogue_major_component,best_analogue_secondary_component,best_analogue_chemistry_penalty
am_complex_internal_channels,Design a high temperature component with complex internal channels where additive manufacturing is preferred but creep still matters.,1,mp-10885,Ni-based superalloy-like candidate,Ni-based,AlCrNi2,AlCrNi2,Al-Cr-Ni,family_envelope,,,Medium-Low,9,0.6087,0.59,1.0,45.0,14.0,0.0,0.0,56.26,41.07,56.77,61.35,81.86,"Closest analogue score 0.61 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 282 alloy,ni_h282,0.6087,0.59,1.0,0.45,0.14,0.0,0.0
am_complex_internal_channels,Design a high temperature component with complex internal channels where additive manufacturing is preferred but creep still matters.,2,mp-1228913,Ni-based superalloy-like candidate,Ni-based,Al2CoNi,Al2CoNi,Al-Co-Ni,family_envelope,,,Low,9,0.5687,0.59,1.0,45.0,14.0,0.0,0.0,50.32,56.0,54.0,60.8,80.51,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 282 alloy,ni_h282,0.5687,0.59,1.0,0.45,0.14,0.0,0.0
am_complex_internal_channels,Design a high temperature component with complex internal channels where additive manufacturing is preferred but creep still matters.,3,mp-1228914,Ni-based superalloy-like candidate,Ni-based,Al4CrNi15,Al4CrNi15,Al-Cr-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,45.95,37.82,49.95,51.99,76.44,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 282 alloy,ni_h282,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
am_complex_internal_channels,Design a high temperature component with complex internal channels where additive manufacturing is preferred but creep still matters.,4,mp-1229050,Ni-based superalloy-like candidate,Ni-based,Al18Co5Ni3,Al18Co5Ni3,Al-Co-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,44.59,36.98,49.74,51.95,73.11,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 282 alloy,ni_h282,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
am_complex_internal_channels,Design a high temperature component with complex internal channels where additive manufacturing is preferred but creep still matters.,5,mp-1228742,Ni-based superalloy-like candidate,Ni-based,Al9Co2Ni,Al9Co2Ni,Al-Co-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,44.42,36.04,49.51,51.9,72.56,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 282 alloy,ni_h282,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
am_complex_internal_channels,Design a high temperature component with complex internal channels where additive manufacturing is preferred but creep still matters.,6,mp-1228972,Ni-based superalloy-like candidate,Ni-based,AlCoNi6,AlCoNi6,Al-Co-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,44.43,36.07,49.52,51.9,72.38,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 282 alloy,ni_h282,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
am_complex_internal_channels,Design a high temperature component with complex internal channels where additive manufacturing is preferred but creep still matters.,7,mp-1214822,Ni-based superalloy-like candidate,Ni-based,AlCo2Ni,AlCo2Ni,Al-Co-Ni,family_envelope,,,Low,9,0.5287,0.59,1.0,45.0,14.0,0.0,0.0,39.54,27.97,39.49,49.9,63.61,"Closest analogue score 0.53 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 282 alloy,ni_h282,0.5287,0.59,1.0,0.45,0.14,0.0,0.0
am_complex_internal_channels,Design a high temperature component with complex internal channels where additive manufacturing is preferred but creep still matters.,8,mp-1214804,Ni-based superalloy-like candidate,Ni-based,AlCo2Ni,AlCo2Ni,Al-Co-Ni,family_envelope,,,Low,9,0.5287,0.59,1.0,45.0,14.0,0.0,0.0,39.22,26.23,39.06,49.81,62.71,"Closest analogue score 0.53 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 282 alloy,ni_h282,0.5287,0.59,1.0,0.45,0.14,0.0,0.0
am_complex_internal_channels,Design a high temperature component with complex internal channels where additive manufacturing is preferred but creep still matters.,9,mp-1228985,Ni-based superalloy-like candidate,Ni-based,AlCrNi,AlCrNi,Al-Cr-Ni,family_envelope,,,Low,9,0.5287,0.59,1.0,45.0,14.0,0.0,0.0,37.18,18.0,31.79,44.36,58.81,"Closest analogue score 0.53 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 282 alloy,ni_h282,0.5287,0.59,1.0,0.45,0.14,0.0,0.0
certification_mature_conventional,"Choose a mature aviation material for a conventionally manufactured structural part where certification confidence, repairability and low through-life cost matter.",1,mp-1228913,Ni-based superalloy-like candidate,Ni-based,Al2CoNi,Al2CoNi,Al-Co-Ni,family_envelope,,,Low,9,0.5687,0.59,1.0,45.0,14.0,0.0,0.0,50.47,56.0,54.0,63.6,78.07,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5687,0.59,1.0,0.45,0.14,0.0,0.0
certification_mature_conventional,"Choose a mature aviation material for a conventionally manufactured structural part where certification confidence, repairability and low through-life cost matter.",2,mp-10885,Ni-based superalloy-like candidate,Ni-based,AlCrNi2,AlCrNi2,Al-Cr-Ni,family_envelope,,,Medium-Low,9,0.6087,0.59,1.0,45.0,14.0,0.0,0.0,55.02,41.07,56.77,64.02,77.72,"Closest analogue score 0.61 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.6087,0.59,1.0,0.45,0.14,0.0,0.0
certification_mature_conventional,"Choose a mature aviation material for a conventionally manufactured structural part where certification confidence, repairability and low through-life cost matter.",3,mp-1228914,Ni-based superalloy-like candidate,Ni-based,Al4CrNi15,Al4CrNi15,Al-Cr-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,44.7,37.82,49.95,56.99,72.46,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
certification_mature_conventional,"Choose a mature aviation material for a conventionally manufactured structural part where certification confidence, repairability and low through-life cost matter.",4,mp-1229050,Ni-based superalloy-like candidate,Ni-based,Al18Co5Ni3,Al18Co5Ni3,Al-Co-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,44.53,36.98,49.74,56.96,71.14,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
certification_mature_conventional,"Choose a mature aviation material for a conventionally manufactured structural part where certification confidence, repairability and low through-life cost matter.",5,mp-1228742,Ni-based superalloy-like candidate,Ni-based,Al9Co2Ni,Al9Co2Ni,Al-Co-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,44.34,36.04,49.51,56.93,70.56,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
certification_mature_conventional,"Choose a mature aviation material for a conventionally manufactured structural part where certification confidence, repairability and low through-life cost matter.",6,mp-1228972,Ni-based superalloy-like candidate,Ni-based,AlCoNi6,AlCoNi6,Al-Co-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,44.35,36.07,49.52,56.93,70.05,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
certification_mature_conventional,"Choose a mature aviation material for a conventionally manufactured structural part where certification confidence, repairability and low through-life cost matter.",7,mp-1214822,Ni-based superalloy-like candidate,Ni-based,AlCo2Ni,AlCo2Ni,Al-Co-Ni,family_envelope,,,Low,9,0.5287,0.59,1.0,45.0,14.0,0.0,0.0,39.21,27.97,39.49,55.42,61.17,"Closest analogue score 0.53 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5287,0.59,1.0,0.45,0.14,0.0,0.0
certification_mature_conventional,"Choose a mature aviation material for a conventionally manufactured structural part where certification confidence, repairability and low through-life cost matter.",8,mp-1214804,Ni-based superalloy-like candidate,Ni-based,AlCo2Ni,AlCo2Ni,Al-Co-Ni,family_envelope,,,Low,9,0.5287,0.59,1.0,45.0,14.0,0.0,0.0,38.86,26.23,39.06,55.36,60.2,"Closest analogue score 0.53 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5287,0.59,1.0,0.45,0.14,0.0,0.0
certification_mature_conventional,"Choose a mature aviation material for a conventionally manufactured structural part where certification confidence, repairability and low through-life cost matter.",9,mp-1228985,Ni-based superalloy-like candidate,Ni-based,AlCrNi,AlCrNi,Al-Cr-Ni,family_envelope,,,Low,9,0.5287,0.59,1.0,45.0,14.0,0.0,0.0,35.66,18.0,31.79,51.27,54.94,"Closest analogue score 0.53 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5287,0.59,1.0,0.45,0.14,0.0,0.0
extreme_temperature_refractory,Identify a material concept for an extreme temperature aviation test component above 1000°C where oxidation risk is managed by protective design and creep resistance is critical.,1,mp-10885,Ni-based superalloy-like candidate,Ni-based,AlCrNi2,AlCrNi2,Al-Cr-Ni,family_envelope,,,Medium-Low,9,0.6087,0.59,1.0,45.0,14.0,0.0,0.0,56.58,41.07,56.77,64.02,82.92,"Closest analogue score 0.61 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.6087,0.59,1.0,0.45,0.14,0.0,0.0
extreme_temperature_refractory,Identify a material concept for an extreme temperature aviation test component above 1000°C where oxidation risk is managed by protective design and creep resistance is critical.,2,mp-1228913,Ni-based superalloy-like candidate,Ni-based,Al2CoNi,Al2CoNi,Al-Co-Ni,family_envelope,,,Low,9,0.5687,0.59,1.0,45.0,14.0,0.0,0.0,50.65,56.0,54.0,63.6,80.32,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5687,0.59,1.0,0.45,0.14,0.0,0.0
extreme_temperature_refractory,Identify a material concept for an extreme temperature aviation test component above 1000°C where oxidation risk is managed by protective design and creep resistance is critical.,3,mp-1228914,Ni-based superalloy-like candidate,Ni-based,Al4CrNi15,Al4CrNi15,Al-Cr-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,46.55,37.82,49.95,56.99,77.81,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
extreme_temperature_refractory,Identify a material concept for an extreme temperature aviation test component above 1000°C where oxidation risk is managed by protective design and creep resistance is critical.,4,mp-1229050,Ni-based superalloy-like candidate,Ni-based,Al18Co5Ni3,Al18Co5Ni3,Al-Co-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,45.2,36.98,49.74,56.96,73.69,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
extreme_temperature_refractory,Identify a material concept for an extreme temperature aviation test component above 1000°C where oxidation risk is managed by protective design and creep resistance is critical.,5,mp-1228742,Ni-based superalloy-like candidate,Ni-based,Al9Co2Ni,Al9Co2Ni,Al-Co-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,45.02,36.04,49.51,56.93,73.12,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
extreme_temperature_refractory,Identify a material concept for an extreme temperature aviation test component above 1000°C where oxidation risk is managed by protective design and creep resistance is critical.,6,mp-1228972,Ni-based superalloy-like candidate,Ni-based,AlCoNi6,AlCoNi6,Al-Co-Ni,family_envelope,,,Low,9,0.5737,0.59,1.0,45.0,14.0,0.0,0.0,45.03,36.07,49.52,56.93,72.84,"Closest analogue score 0.57 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5737,0.59,1.0,0.45,0.14,0.0,0.0
extreme_temperature_refractory,Identify a material concept for an extreme temperature aviation test component above 1000°C where oxidation risk is managed by protective design and creep resistance is critical.,7,mp-1214822,Ni-based superalloy-like candidate,Ni-based,AlCo2Ni,AlCo2Ni,Al-Co-Ni,family_envelope,,,Low,9,0.5287,0.59,1.0,45.0,14.0,0.0,0.0,40.2,27.97,39.49,55.42,64.22,"Closest analogue score 0.53 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5287,0.59,1.0,0.45,0.14,0.0,0.0
extreme_temperature_refractory,Identify a material concept for an extreme temperature aviation test component above 1000°C where oxidation risk is managed by protective design and creep resistance is critical.,8,mp-1214804,Ni-based superalloy-like candidate,Ni-based,AlCo2Ni,AlCo2Ni,Al-Co-Ni,family_envelope,,,Low,9,0.5287,0.59,1.0,45.0,14.0,0.0,0.0,39.88,26.23,39.06,55.36,63.3,"Closest analogue score 0.53 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5287,0.59,1.0,0.45,0.14,0.0,0.0
extreme_temperature_refractory,Identify a material concept for an extreme temperature aviation test component above 1000°C where oxidation risk is managed by protective design and creep resistance is critical.,9,mp-1228985,Ni-based superalloy-like candidate,Ni-based,AlCrNi,AlCrNi,Al-Cr-Ni,family_envelope,,,Low,9,0.5287,0.59,1.0,45.0,14.0,0.0,0.0,38.01,18.0,31.79,51.27,60.52,"Closest analogue score 0.53 is below the analogue-guided threshold 0.72. For Ni candidates specifically, repeated fallback usually means the Materials Project chemsys survivors are simplified or theoretical compared with named Ni alloy seed rows.",HAYNES 263 alloy,ni_h263,0.5287,0.59,1.0,0.45,0.14,0.0,0.0
